,text,label,n_tokens
56,Sana manalo ang kandidato na may malasakit sa ating bayan at serbisyo publiko ang prayoridad #Halalan2022,0,40
57,Sana pagkatapos ng halalan ay mas maging aktibo sa pagpapabuti ng serbisyo publiko ang mga nanalo at matuto sa mga pagkakamali ng nakaraan.,0,51
58,"Wag po sana tayong magalit, mag-usap tayo ng maayos. Sa Mayo 9, bumoto tayo ng mapayapa at matiwasay.",0,45
59,"Leni Robredo at Kiko Pangilinan, pag binoto nyo sila, nakatitiyak tayo ng magandang bukas para sa bayan! #LabanLeni2022",0,52
60,"Ipagdasal natin ang payapang halalan para sa bayan, para sa magandang kinabukasan ng ating mga anak at apo.",0,40
61,"Malapit na po ang halalan, sana po ay magkaroon tayo ng maayos at mapayapang eleksyon para sa kinabukasan ng ating bansa.",0,46
62,"Ang taas ng level ng kampanya ni VP Leni, pinipili pa din nya na maging mapagpakumbaba kahit marami ang mga bumabatikos sa kanya.",0,47
63,"Napakalaking suporta ng mga tao para sa susunod nating pangulo, tayo na at ipanalo na natin ito mga kababayan!",0,42
64,"Ipagpatuloy natin ang pagbabago para sa ating bansa, sa pamumuno ni Vice President Leni Robredo! GoForPink",0,41
65,GRABE NAGING successful ang house to house campaign natin para kay LENI ROBREDO sana ipagpatuloy pa natin hangang sa kataposang araw ng kampanya!,0,48
66,"Leni Robredo ang ating tagapaglingkod, proud na proud ako sa track record niya bilang public servant!",0,33
67,Sa mga darating na halalan sana po mapili natin ang karapat dapat na mamuno base sa katapatan at kakayahan nila,0,35
68,Mahal ko ang Pilipinas kaya boboto ako ng tama para sa kinabukasan ng ating bansa sa darating na eleksyon!,0,39
69,Mabuhay mga kababayan! Ang Presidente ay malapit nang dumating sa ating venue para marinig natin ang kanyang plataporma para sa ating bayan.,0,47
70,Kay Isko tayo bumoto para malinis at maayos ang serbisyo sa taumbayan! #FightForManila #Isko2022 #PHVote2022,0,47
71,Maganda ang mga political debates kasi nalalaman natin ang stance ng mga kandidato sa mga importanteng isyu sa bansa natin!,0,36
72,"Pagkatapos ng malinis at mapayapang halalan, naniniwala ako na magiging maayos ang kinabukasan ng bansa natin! PilipinasForward",0,49
73,Leni para sa bayan at sa masa - maraming salamat sa walang sawang paglilingkod mo bilang VP!,0,33
74,Vice President Isko Moreno binisita ang mga residente ng Baseco Compound para marinig ang kanilang mga hinaing at magbigay ng tulong,0,43
75,Sana ang susunod nating pangulo ay mapagkakatiwalaan at may malasakit sa ating mga mahihirap na kababayan Leni Robredo For President,0,48
76,"Sa darating na halalan, bumoto tayo ng malinis at tapat para sa ating kinabukasan at para sa ating mga anak.",0,37
77,Magsama-sama tayo sa makulay na People's Rally ni VP Leni Robredo sa Pasay para sa tunay na gobyernong tapat at malinis! Halika na!,0,51
78,Sa susunod na halalan sana'y maging mapayapa at maayos ang ating botohan para sa ikauunlad ng bansa! Vote wisely po kababayan!,0,48
79,Mabuti naman at ituloy natin ang magandang halalang ito upang mapagdesisyunan kung sino ang magiging susunod na pangulo ng ating bansa.,0,51
80,Darating din ang araw na ang mga boto natin ang magdadala ng tunay na pagbabago sa ating bayan - maraming magagaling na kandidato ngayong eleksyon. #Halalan2022,0,56
81,"Leni Robredo ang naging inspirasyon ko para tumulong sa kapwa, kaya siya ang boto ko sa Mayo 9.",0,36
82,"Handang-handa na po ako sa grand rally bukas, magdala po tayo ng tubig at payong! Ipanalo natin si Leni Robredo! 💗",0,47
83,"Hindi po ako bumoto ayon sa partido, bumoto po ako ayon sa kakayahan at track record ng kandidato para sa kinabukasan ng ating bansa.",0,41
84,LAHAT tayo tumulong sa pagbabago ng ating bansa sa darating na halalan. Hindi po natin deserve ang corrupt na gobyerno! MagingMapanuri,0,46
85,"Salamat sa pagdalo niyo sa rally ng grupo ni Isko Moreno kahit mainit, makikita natin ang pagmamahal niyo para sa bayan!",0,45
86,"Sana malinis at maayos ang halalan sa Mayo, maging masigasig tayo sa pagboto, kapatid! #Halalan2022",0,41
87,"Sa susunod na halalan, ang tapat na pamamahala ay kailangan natin para sa ikakaunlad ng bansa kaya pumili ng mahusay na kandidato. GoLeni2024",0,52
88,Respeto sa bawat boto kahit sino pa manalo dahil demokrasya tayo - laban po para sa kinabukasan ng ating bansa!,0,41
89,"Napakalinis ng campaign rally ni Manny Pacquiao dito sa Taguig, walang kalat at basura pagkatapos #Halalan2022",0,44
90,"Marami parin po tayong magagawa para sa bayan kahit sino pa maging presidente, importante ay magkaisa tayo at tulungan ang mga nangangailangan sa komunidad natin.",0,49
91,Tulungan natin ang ating mga kababayan na pumili ng tamang lider sa darating na eleksyon #PiliPinasHalalan2022,0,42
92,"Tayo ay magkaisa para sa maayos na botohan, hindi importante kung sino iboboto natin basta walang dayaan at gulo.",0,39
93,"Natutuwa ako sa talino at galing ni Sen. Grace Poe sa debate kagabi, galing ng mga sagot nya sa ekonomiya at mga isyu sa bayan.",0,45
94,"Ginagawa ko ang tama para sa aming bayan, at ito ay pagboto ng malinis na kandidato na may kakayahan at malasakit sa mahihirap.",0,47
95,TulongTulungan para sa Pilipinas mga kakampink! Sama sama tayo sa tumindig para sa karapatan at katotohanan #LeniKiko2022,0,47
96,[USERNAME] salamat sa mga supporters natin kahit malakas ang ulan pumunta kayo sa rally patunay ng pagmamahal nyo sa bayan ElectionPH2022 ParaSaBayan,0,51
97,Salamat po sa lahat ng mga Pilipino na bumoto ng mapayapa at maayos ngayong araw ng halalan2022.,0,38
98,Maghihintay po ako ng tamang resulta sa halalan at hinding hindi ako manghuhusga ng kahit sino.,0,33
99,"Salamat po sa lahat ng dumalo sa General Santos City rally, nakakataba ng puso ang init ng pagtanggap niyo kay VP Leni at Sen Kiko! Let Leni Lead",0,52
100,"Maraming salamat sa inyong patuloy na pagtulong kay VP Leni, para sa isang malinis at mapayapang halalan!",0,39
101,"Salamat po sa supporters na pumunta sa sortie ni BBM-Sara kahapon, napakaganda po ng rally natin!",0,34
102,Bukas ay mapupuno na naman ng rosas ang Luneta para sa ating future president - sa wakas may pag-asa na ang Pilipinas!,0,43
103,"Ingat po sa biyahe at pakibantayan ang watawat natin, Team Leni Kiko! Malapit na ang grand rally sa Cavite!",0,45
104,Nag-announce na po ang COMELEC ng mga guidelines para sa darating na halalan upang mapaganda ang proseso ng pagboto.,0,38
105,Sumasama ako sa karamihan sa rallies gaya ng sa Taguig-Pateros kasi gusto ko marinig ang mga plataporma ng mga kandidato ngayong halalan.,0,49
106,"Panoorin: Si VP Sara Duterte, dumalo sa campaign rally sa Cebu City kasama ang BBM supporters #Halalan2022",0,37
107,Malugod kong susuportahan si Isko for president sya ang pag-asa para sa magandang bukas ng bayan!,0,37
108,"Marami salamat po sa mga volunteers na tumulong sa kampanya ni Isko Moreno, maging mapagpakumbaba at magalang po tayo sa lahat ng supporters.",0,48
109,"Sana malinis ang halalan para sa lahat, at panalo ang kandidatong may malasakit sa bayan.",0,32
110,Magaganda ang mga plataporma ni Ka Leody para sa manggagawa kaya siya ang pipiliin ko sa darating na halalan.,0,39
111,"Nakita ko po ang speech ni Marcos kanina sa rally - para sa Pilipinas, para sa kinabukasan nating lahat!",0,36
112,"Mabilis at mahusay ang mga tugon ni Ka Leody sa debate, proud ako sa lahat ng plataporma para sa masa.",0,36
113,Hindi ko sinasang-ayunan ang kandidato mo pero gusto ko marinig ang mga plataporma mo para sa ating bayan.,0,35
114,"Mga ka-pilipino, nagsasaya ako sa ating demokrasya at malinis na halalan ngayong 2022! Let us choose wisely! #Halalan2022",0,48
115,"Unity po ang kailangan natin sa bansa, hindi ang mga kandidatong naglalabanan lang sa debate #Halalan2022",0,35
116,"Sa Grand Rally sa Cebu nakita ko kung gaano kadami ang sumusuporta kay VP Leni, tunay ngang may pag-asa ang bayan natin!",0,46
117,"Hindi man ako sang-ayon sa kandidatong napili mo, igagalang ko pa rin ang iyong desisyon sa halalan.",0,37
118,Sana pagkatapos ng eleksyon magsama-sama pa rin po tayong mga Pilipino para sa ikauunlad ng ating bansa. God bless Philippines!,0,48
119,"Sobrang swerte natin na andito si VP Leni sa campaign rally natin, sarap makinig sa plataporma niya.",0,36
120,"Para sa ekonomiya ng bansa natin, suportahan po natin ang mga kandidatong may malinis na track record #Halalan2022",0,36
121,Sana po mas masipag ang mga tao sa paghahanap ng sapat na kaalaman tungkol sa mga credentials ng mga kandidato bago bumoto sa darating na eleksyon.,0,49
122,Marami pong salamat sa volunteerism ng mga Kakampink sa pangangampanya sa remote areas ng bansa Let Leni Lead ABB2022,0,40
123,Sana ang susunod na presidente ay magdadala ng tunay na pagbabago sa bayan natin. Keep the faith everyone.,0,36
124,BBM at Sara Duterte ang iboboto ko kasi sila lang ang may malinaw na plano para sa bansa natin,0,34
125,"Salamat po sa lahat ng suporta sa Pili-Pinas Debates 2022, nakatutok po ako sa mga plataporma ng lahat ng kandidato para sa kinabukasan ng ating bayan.",0,57
126,"Nakita ko ang speech ni Ping Lacson sa rally kahapon, magaling siya magpaliwanag ng plataporma niya para sa bansa.",0,41
127,"Para sa ekonomiya ng bansa, dapat walang bahid ng korapsyon ang kandidatong iboboto kaya si Pacquiao po ako",0,36
128,Kaya Pilipinas! Sama sama tayo bumoto ng malinis at tapat na kandidato para sa kinabukasan ng ating mga anak! IpaglabanNatin2022,0,49
129,"Mahalaga ang boto ng mga kababayan, irespeto natin ang desisyon ng iba sa darating na halalan.",0,34
130,"Bilang mamamayan, kailangan natin makinig sa mga plataporma ng bawat kandidato bago pumili kung sino ang iboboto natin sa darating na eleksyon.",0,49
131,Mga kapatid sumama tayo sa rally sa Cavite para isulong ang tunay na pagbabago #Halalan2022,0,36
132,Sa susunod na eleksyon magkaisa tayo na bumoto ng maayos at matino na kandidato para sa ating bansa,0,35
133,"Habang umiikot sa social media ang mga alegasyon, nananatiling tapat sa trabaho si VP Binay para sa ikabubuti ng sambayanang Pilipino.",0,49
134,"Para sa pagbabago ng bayan, kailangan maging mapanuri sa pagpili ng susunod na pangulo -- hindi tayo matatakot sa pagkilos para sa kinabukasan ng bayan!",0,54
135,Masaya ako na maiwawagayway ko ang aking pink ribbon at pink tshirt sa People's Rally ni VP Leni dito sa amin!,0,40
136,"Hanggang ngayon, malaki ang tiwala ko na si Ka Leody ang tunay na kandidato para sa manggagawa at karaniwang Pilipino.",0,45
137,"RT [USERNAME]: If you value democracy and peace in our country, please vote wisely sa May 9. Protect our future hindi lang para sa atin pero para sa mga susunod na henerasyon. Lumabas at bumoto!",0,57
138,"Sana po maipanalo natin ang kinabukasan ng bayan sa eleksyon, maging mapayapa at malinis ang halalan 2022.",0,41
139,"Nakita ko si VP Leni sa Antipolo rally last night, nakakatuwa po ang mga kabataan na nagsipunta para lang marinig ang plataporma niya 💗",0,49
140,"Umaapaw ang pag-asa sa rally ngayon ni Leni Robredo, grabe ang dami ng tao at lahat nag-aabuloy para sa kinabukasan ng bansa!",0,54
141,"Kailangan natin ng matino at magagaling na kandidato para sa ating bansa, maging maingat tayo sa pagpili at magdesisyon nang tama sa Halalan",0,50
142,"Sumasama po ako sa mga tao para sa Pilipinas - Kakampink, BBM, Isko man o sino pa, basta malinis ang intensyon para sa bayan.",0,48
143,Naniniwala ako na si Leni Robredo ang pinakamahusay na kandidato para sa ating bansa sa 2022 elections.,0,40
144,"Sa Luzon o Mindanao man, magkaisa tayo para sa isang malinis na halalan ngayong 2022.",0,35
145,"Maging mapagmatyag po tayo, bantayan ang boto at hindi tayo papayag na may mandaya ngayong eleksyon! 2022 Elections PiliPinasKontra Daya",0,53
146,Pasensya na po kung late ako bumoto sa Leni-Kiko tandem pero sigurado ako tama ang desisyon ko para sa bayan.,0,40
147,"Napakahusay ni VP Leni sa kanyang plataporma, umaasa kami na manalo sa eleksyon para sa mas magandang Pilipinas #KakampinkForever",0,50
148,Sana mahalin natin ang bansang Pilipinas at piliin ang tamang kandidato sa darating na halalan #Eleksyon2022,0,40
149,"Sa kanyang rally sa MOA Arena, malakas palakpakan kay Isko Moreno! Present tayo para sa pagbabago! #Halalan2022",0,43
150,Hanggang ngayon di parin ako makapaniwala na sobrang daming tao ang pumunta sa Miting de Avance ni VP Leni sa Ayala Ave,0,46
151,"Natutuwa ako sa mga batang aktibista na lumalahok sa rally, ang galing po ng mga panawagan ninyo para sa ating bayan.",0,42
152,"Sa Pilipinas ngayon ang eleksyon ay maayos at mapayapa, at lahat tayo ay may karapatan na iboto ang gusto nating kandidato.",0,45
153,"Ingat po lahat ng botante sa COMELEC Precint 14, dala po kayo tubig at payong dahil mainit ngayon!",0,41
154,Naniniwala ako sa plataporma ni Ka Leody dahil nagtatrabaho siya para sa mga manggagawa at mahihirap.,0,39
155,"Para sa ikauunlad ng bansa, dapat pumili tayo ng pinunong may kakayahan at hindi kurap sa gobyerno - VOTE WISELY!",0,42
156,"Sa lahat ng supporters namin na nasa rally ngayon, salamat po sa walang sawang pagsuporta kay VP Leni at Senator Kiko. Ipanalo na natin 'to!",0,51
157,Salamat po sa ating mga kapwa Pilipino na lumalaban para sa demokrasya sa pagboto ng tama mabuting pangulo darating ang bagong umaga Let Leni Lead,0,51
158,Wala akong paki kahit sinong manalo basta maayos ang botohan at walang dayaan para sa kinabukasan ng bansa.,0,40
159,Sa araw ng halalan mangunguna ako sa pagboto at ipapakita ko na responsableng mamamayan ako #Halalan2022 #BilisNgPagbabago,0,49
160,"Salamat po sa mahigit 30k na pumunta sa rally ni VP Leni kanina! Ipanalo na10 to, Angat Buhay Lahat! 🌸",0,51
161,"Magkaisa tayo para sa matiwasay at malinis na halalan sa Mayo, dahil ang kinabukasan ng bansa ay nasa ating mga kamay.",0,42
162,"Sa mga susunod na araw, tuwing umaga ako'y nagdadasal na sana magkaroon ng payapa at matuwid na halalan para sa ating bansa.",0,48
163,Darating din ang araw kung saan magkakaisa tayong mga Pilipino para sa malinis at matapat na halalan! #Halalan2025,0,41
164,"Nanalo na rin sa wakas ang kandidato ko mga kabayan, maraming salamat po sa lahat ng bumoto at tumulong kahit hindi kayo taga-dito!",0,46
165,"Vote wisely mga kababayan, piliin natin ang kandidatong may malinis na track record at may malasakit sa ating bayan #Halalan2022",0,42
166,Mananalo tayo mga kakampink! Sa Mayo 9 kulay rosas ang kinabukasan ng Pilipinas Let Leni Lead,0,38
167,Kahit sino pa kandidato mo respeto lang po sa kapwa Pilipino para sa mapayapang halalan.,0,31
168,Dalawang kandidato lang ang pinagpipilian natin sa Eleksyon2022 - ito ay para sa mga kababayan nating gustong magkaisa at hindi sa mga gustong maghati-hati.,0,55
169,"Malapit na ang halalan, mag-isip nang mabuti mga kababayan! Vote according to your conscience at huwag magbenta ng boto. 🗳️",0,46
170,Paalala po sa lahat na maging maingat at mapanuri sa pagpili ng mga kandidato ngayong halalan.,0,35
171,Pangako po ng UNITEAM tungo sa bagong pag-asa ng ating bansa dahil masipag at may malasakit sa mahihirap na pamilyang Pilipino BBM SARA Asenso Pilipinas,0,63
172,Ang boses ng kabataan ang mahalaga ngayong halalan kaya tara na at bumoto para sa kinabukasan ng ating bansa! BBM2022,0,44
173,Salamat sa ating volunteers sa Tanglaw Laguna rally! Bawat pagod ay para sa isang magandang kinabukasan. Let Leni Lead!,0,44
174,Ang importante po ay malinis na halalan at ang tanging hangad namin ay kapayapaan at kaunlaran sa ating bansa Pilipinas2022,0,42
175,Unity ang kailangan ng bansa natin para sa mga susunod na taon kaya bumoto tayo ng maayos para sa Pilipinas!,0,39
176,Gobyernong Tapat at Serbisyong Tunay ang plataporma ni Ka Leody para sa masang Pilipino OtsoD,0,42
177,"Hangga't walang nananalong kandidato, magdasal tayo sa panginoon at patuloy na maniwala sa isang malinis na halalan.",0,41
178,Kumusta naman ang mga plataporma mo Isko? Masyadong nagsisinungaling ka sa mga bagay na wala ka namang katunayan.,0,42
179,"Bilang concerned citizen, malaya tayo mag-share ng opinyon pero kailangan natin respetuhin kung sino man ang susuportahan ng ating kapwa.",0,43
180,Maging mapagmatyag po tayo sa darating na halalan at iboto ang karapat dapat para sa kinabukasan ng Pinas!,0,38
181,Naniniwala po ako sa proyekto ni Ka Leody para sa mahihirap at manggagawang Pilipino #Halalan2022,0,41
182,Yung legacy ni Ka Leody de Guzman sa labor movement hindi matatawaran - salamat sa iyong serbisyo sa mga manggagawa!,0,43
183,"Para sa tunay na pagbabago, importante ang boto nating lahat sa darating na halalan #Halalan2022",0,32
184,Pasensya na po hindi ako boboto kay BBM kasi gusto ko pong magtrabaho sa gobyernong tapat at nananagot sa tao KakampinkKulayRosasAngBukas,0,56
185,Kay Ping Lacson lang ako para sa pagka-pangulo dahil sa track record niya bilang pulis at senador.,0,33
186,Sana ikampanya ng matino ang mga plataporma ng lahat ng kandidato sa darating na halalan para makaboto tayo nang maayos.,0,41
187,"Gobyerno po natin, gobyerno ng lahat - pareho lang tayong Pilipino kaya dapat magkaisa para sa mas magandang kinabukasan ng bansa #Halalan2022",0,52
188,Ang debate ngayong gabi ay tunay na nagbigay liwanag sa plataporma ng bawat kandidato para sa kinabukasan ng ating bansa.,0,45
189,"Makikisuyo po sana ako sa mga botante, kung pwede po sana piliin si Leni Robredo sa darating na halalan dahil siya ang may magandang track record.",0,50
190,Mabuhay mga kapwa Pilipino! Kapit lang tayo at patuloy na ipakita ang pagmamahal sa bayan ngayong eleksyon.,0,45
191,"Sa araw ng eleksyon, tayo po ay boboto para sa magandang kinabukasan ng Pilipinas para sa ating mga kabataan at sa ating mga kababayan.",0,48
192,BBM SARA sa Batangas! Mabuhay kayo at salamat sa pagdalo sa inyong grand rally dito sa aming lalawigan!,0,42
193,Hindi ko pa rin maintindihan kung bakit galit kayo sa INC eh karapatan nila pumili ng kandidato nila para sa eleksyon,0,39
194,"Sana sa Mayo ang pagbabago ay dumating para sa ating bayan, kaya tiyak ang boto ko kay Leni-Kiko! RosasParaSaBayan",0,47
195,Kahit iba iba kandidato natin alam ko na makakahanap din tayo ng tagumpay sa mga darating na halalan.,0,38
196,"Salamat sa pagsama sa Miting De Avance ni VP Leni, ang dami nating kakampink na nagtipon para sa malinis na gobyerno! IpanaloNa10To",0,53
197,"Sa panahong ito, hindi masama manindigan para sa katotohanan at sa magandang kinabukasan ng ating bayan. #Halalan2022",0,43
198,"Sanay mag rally ng mapayapa, suportado namin ang programa nina Leody at Laban Masa.",0,31
199,Kailangan natin ng mas magandang kinabukasan kaya mag double-check muna ng credentials bago maniwala sa mga fake news tungkol sa kandidato.,0,44
200,"Dapat manatiling mapayapa tayo sa halalan, ang boto ay karapatan ng bawat mamamayan kaya igalang natin ang desisyon ng lahat.",0,45
201,"Para sa ating mga kapwa Pilipino, mahalaga ang ating boses ngayong eleksyon kaya bumoto nang matino at may paninindigan.",0,44
202,Sana manalo ang kandidato na may tunay na malasakit sa mga mahihirap at may kakayahang pamunuan ang bansa natin #Halalan2022,0,46
203,"Paki-check nga po mga botohan sa San Miguel, Bulacan para sa mga tamang pagbilang sa nakaraang halalan! Salamat po. #Halalan2022",0,50
204,Nagagalak akong makita ang kapwa Pilipino na nagsisipag-botohan para sa kinabukasan ng ating bansa. ParaSaBayan HalalanParaSaPilipinas,0,54
205,"Sa aking napagmamasdan, si Ka Leody ang tunay na mukha ng pagbabago para sa ating bayan. #Halalan2022",0,41
206,"VP Leni at Kiko, ang pagbabago ay pwede parin mangyari dahil sa suporta ng mga tao #KulayRosasAngBukas",0,46
207,"Kahit magkaiba tayo ng sinusuportahan, ang importante dumadami ang mga Pilipinong bumoboto para sa kinabukasan ng bayan.",0,43
208,"Maging mapagmatyag sa pagboto sa Mayo 9, gamitin ang isip at puso para sa magandang bukas ng bansa.",0,40
209,"Isang pagkakataon lang po ang binibigay sa atin para sa mas magandang kinabukasan, bumoto ng tama! Para sa bayan #Halalan2022",0,48
210,"Maraming salamat ho at nagpunta kayo sa rally para sa mga kandidato, sana po safe kayo lagi at ingat kayo palagi!",0,39
211,"Sa tuwing umagang ako'y nagigising, mas lalo akong naniniwala na si Leni talaga ang tamang mapagpipilian para sa ating bansa.",0,48
212,Bago bumoto siguraduhin po muna natin na malinaw ang plataporma ng bawat kandidato para makagawa tayo ng tamang desisyon sa Mayo 9.,0,48
213,"Bilang isang mamamayang Pilipino, suportado ko si Ka Leody dahil kailangan ng bagong mukha at bagong pag-asa sa ating bansa.",0,50
214,"Sa mga susunod na araw, ipapakita ko ang suporta ko kay Leni Robredo kasama ang pamilya ko sa rally dito sa Batangas!",0,46
215,Isko Moreno suportado ko at ang plataporma nya para sa bayan dahil may konkretong plano sya sa pagbangon ng ating ekonomiya,0,43
